,SCA,xmid,ymid,ramid,decmid,xmin,ymin,xmax,ymax,straylight_total,mainoffender_total
34,3,2299,1277,206.167546184488,49.34312463762712,2044,1022,2555,1533,0.0018891528,4492
35,3,2299,1788,206.1876227033675,49.33654276369622,2044,1533,2555,2044,0.0019644024,4492
36,3,2299,2299,206.20769385328583,49.329957413071746,2044,2044,2555,2555,0.0019128305,4492
37,3,2299,2810,206.2277596314723,49.32336858835207,2044,2555,2555,3066,0.0020741413,594
38,3,2299,3321,206.24782003516293,49.31677629213718,2044,3066,2555,3577,0.0020587868,594
39,3,2299,3832,206.26787506160053,49.31018052702867,2044,3577,2555,4088,0.0020095054,594
40,3,2810,255,206.13818542706193,49.36997559903315,2555,0,3066,511,0.00187498,4492
41,3,2810,766,206.1582768258304,49.36339881611485,2555,511,3066,1022,0.0018970467,594
42,3,2810,1277,206.1783628559397,49.35681855013647,2555,1022,3066,1533,0.0018953013,594
43,3,2810,1788,206.19844351460625,49.350234803694946,2555,1533,3066,2044,0.0019429872,4492
44,3,2810,2299,206.21851879905338,49.34364757938887,2555,2044,3066,2555,0.0019898028,4492
45,3,2810,2810,206.23858870651114,49.33705687981849,2555,2555,3066,3066,0.0019518922,594
46,3,2810,3321,206.2586532342162,49.33046270758562,2555,3066,3066,3577,0.0019374832,4492
47,3,2810,3832,206.2787123794123,49.323865065293724,2555,3577,3066,4088,0.0020480906,594
48,3,3321,255,206.14899982542212,49.38367224195558,3066,0,3577,511,0.00199027,594
49,3,3321,766,206.16909537457212,49.37709358804761,3066,511,3577,1022,0.0019006577,4492
50,3,3321,1277,206.18918554979805,49.37051144990553,3066,1022,3577,1533,0.0018993004,4492
51,3,3321,1788,206.20927034831715,49.363925830128146,3066,1533,3577,2044,0.0020133622,594
52,3,3321,2299,206.22934976735343,49.35733673131596,3066,2044,3577,2555,0.0019695084,594
53,3,3321,2810,206.24942380413762,49.350744156071,3066,2555,3577,3066,0.0019582533,594
54,3,3321,3321,206.26949245590728,49.34414810699696,3066,3066,3577,3577,0.0019560226,4492
55,3,3321,3832,206.28955571990673,49.33754858669914,3066,3577,3577,4088,0.0019653582,4492
56,3,3832,255,206.15982025030615,49.39736787076179,3577,0,4088,511,0.0018625503,4492
57,3,3832,766,206.1799199499107,49.390787345037275,3577,511,4088,1022,0.0019375097,594
58,3,3832,1277,206.2000142703212,49.38420333390534,3577,1022,4088,1533,0.0019936776,594
59,3,3832,1788,206.22010320875557,49.37761583996665,3577,1533,4088,2044,0.001967977,594
60,3,3832,2299,206.24018676243858,49.371024865823514,3577,2044,4088,2555,0.0020002269,4492
61,3,3832,2810,206.26026492860177,49.364430414079855,3577,2555,4088,3066,0.0020176314,594
62,3,3832,3321,206.28033770448332,49.35783248734116,3577,3066,4088,3577,0.001992731,594
63,3,3832,3832,206.3004050873284,49.35123108821467,3577,3577,4088,4088,0.0019981954,594
0,4,255,255,206.58885533795635,49.28489204914061,0,0,511,511,0.002141856,4492
